scope,signal_date,execution_date,asset,side,quantity,reference_open,reference_price,execution_price,signal_close,open_gap,price,notional,cost,target_weight,selected_offense,selected_cluster,signal_reason
历史样本外回测,2023-05-22,2023-05-23,512890,BUY,603500,0.941,0.941,open,0.939,0.0021299254526092,0.9414705,568177.4467499999,454.3999840249572,0.5,515880,科技主题,周频观察；簇第一名科技主题得分0.790，第一名仅领先当前簇0.000≤缓冲0.100，保留当前簇；簇内第一名仅领先当前ETF 0.000≤缓冲0.100，保留515880；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2023-06-26,2023-06-27,515880,SELL,545900,1.263,1.263,open,1.266,-0.0023696682464455,1.2623685,689126.96415,551.4739392449433,0.0,515880,科技主题,周频观察；簇第一名小盘Beta得分0.805，第一名仅领先当前簇0.015≤缓冲0.100，保留当前簇；簇内第一名仅领先当前ETF 0.000≤缓冲0.100，保留515880；512890信号100%（回撤加深到第二级并满仓）
历史样本外回测,2023-06-26,2023-06-27,512890,BUY,776100,0.887,0.887,open,0.887,0.0,0.8874434999999999,688744.90035,550.8238201049458,1.0,515880,科技主题,周频观察；簇第一名小盘Beta得分0.805，第一名仅领先当前簇0.015≤缓冲0.100，保留当前簇；簇内第一名仅领先当前ETF 0.000≤缓冲0.100，保留515880；512890信号100%（回撤加深到第二级并满仓）
历史样本外回测,2024-02-21,2024-02-22,512890,SELL,1379600,1.007,1.007,open,1.009,-0.0019821605550049,1.0064965,1388562.5713999998,1111.1973714199862,0.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2024-02-21,2024-02-22,515220,BUY,538200,2.577,2.577,open,2.584,-0.0027089783281734,2.5782885,1387634.8707,1109.7611612098942,1.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2024-04-17,2024-04-18,515220,SELL,1076400,1.332,1.332,open,1.334,-0.0014992503748125,1.3313340000000002,1433047.9176000005,1146.7967752798208,0.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号100%（连续接近复权新高；启动一次趋势奖金仓）
历史样本外回测,2024-04-17,2024-04-18,512890,BUY,1328000,1.078,1.078,open,1.082,-0.0036968576709797,1.078539,1432299.792,1145.4819375997945,1.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号100%（连续接近复权新高；启动一次趋势奖金仓）
历史样本外回测,2024-04-23,2024-04-24,512890,SELL,1328000,1.042,1.042,open,1.046,-0.0038240917782026,1.041479,1383084.112,1106.8132335999917,0.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号0%（趋势奖金达到止损并清仓）
历史样本外回测,2024-04-23,2024-04-24,515220,BUY,1116800,1.237,1.237,open,1.238,-0.0008077544426493,1.2376185,1382172.3408,1105.3925022398382,1.0,515220,资源周期,非周频观察日，沿用资源周期/515220；512890信号0%（趋势奖金达到止损并清仓）
历史样本外回测,2024-05-13,2024-05-14,515220,SELL,1116800,1.279,1.279,open,1.284,-0.0038940809968848,1.2783605,1427673.0064,1142.4955019198928,0.0,512400,资源周期,周频观察；簇第一名大盘Beta得分0.855，第一名仅领先当前簇0.018≤缓冲0.050，保留当前簇；512400领先原ETF515220 0.300>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-05-13,2024-05-14,512400,BUY,1293000,1.103,1.103,open,1.097,0.0054694621695532,1.1035515,1426892.0895,1141.1571268500493,1.0,512400,资源周期,周频观察；簇第一名大盘Beta得分0.855，第一名仅领先当前簇0.018≤缓冲0.050，保留当前簇；512400领先原ETF515220 0.300>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-05-20,2024-05-21,512400,SELL,1293000,1.143,1.143,open,1.142,0.0008756567425569,1.1424285,1477160.0505,1182.0975151499315,0.0,515220,资源周期,周频观察；簇第一名资源周期得分0.836，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；515220领先原ETF512400 0.150>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-05-20,2024-05-21,515220,BUY,1123700,1.313,1.313,open,1.317,-0.0030372057706909,1.3136564999999998,1476155.8090499998,1180.5557927148177,1.0,515220,资源周期,周频观察；簇第一名资源周期得分0.836，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；515220领先原ETF512400 0.150>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-05-27,2024-05-28,515220,SELL,1123700,1.321,1.321,open,1.328,-0.0052710843373494,1.3203395,1483665.49615,1187.303498844947,0.0,512400,资源周期,周频观察；簇第一名大盘Beta得分0.855，第一名仅领先当前簇0.018≤缓冲0.050，保留当前簇；512400领先原ETF515220 0.300>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-05-27,2024-05-28,512400,BUY,1367300,1.084,1.084,open,1.077,0.0064995357474466,1.084542,1482894.2766000002,1185.944882980058,1.0,512400,资源周期,周频观察；簇第一名大盘Beta得分0.855，第一名仅领先当前簇0.018≤缓冲0.050，保留当前簇；512400领先原ETF515220 0.300>缓冲0.050，切换ETF；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-06-17,2024-06-18,512400,SELL,1367300,1.003,1.003,open,1.003,0.0,1.0024985,1370716.19905,1096.9158097149077,0.0,510300,大盘Beta,周频观察；簇第一名大盘Beta得分0.809，领先原簇资源周期 0.100>缓冲0.050，切换资产簇；原ETF512400不在胜出簇，选510300；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-06-17,2024-06-18,510300,BUY,385800,3.549,3.549,open,3.544,0.0014108352144468,3.5507745,1369888.8021,1095.568740629919,1.0,510300,大盘Beta,周频观察；簇第一名大盘Beta得分0.809，领先原簇资源周期 0.100>缓冲0.050，切换资产簇；原ETF512400不在胜出簇，选510300；512890信号0%（保持现金等待回撤）
历史样本外回测,2024-07-26,2024-07-29,510300,SELL,192900,3.47,3.47,open,3.474,-0.0011514104778354,3.4682650000000006,669028.3185000002,535.3899955499224,0.5,510300,大盘Beta,非周频观察日，沿用大盘Beta/510300；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2024-07-26,2024-07-29,512890,BUY,659000,1.014,1.014,open,1.016,-0.0019685039370078,1.014507,668560.113,534.6810339000232,0.5,510300,大盘Beta,非周频观察日，沿用大盘Beta/510300；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2024-08-26,2024-08-27,512890,SELL,12000,1.029,1.029,open,1.031,-0.0019398642095053,1.0284855,12341.826,11.17399999999968,0.5,512800,金融,周频观察；簇第一名金融得分0.877，领先原簇大盘Beta 0.064>缓冲0.050，切换资产簇；原ETF510300不在胜出簇，选512800；512890信号50%（维持第一级半仓）
历史样本外回测,2024-08-26,2024-08-27,510300,SELL,192900,3.387,3.387,open,3.394,-0.0020624631703005,3.3853065,653025.62385,522.5838371550028,0.0,512800,金融,周频观察；簇第一名金融得分0.877，领先原簇大盘Beta 0.064>缓冲0.050，切换资产簇；原ETF510300不在胜出簇，选512800；512890信号50%（维持第一级半仓）
历史样本外回测,2024-08-26,2024-08-27,512800,BUY,501200,1.326,1.326,open,1.329,-0.002257336343115,1.326663,664923.4955999999,531.7726486799289,0.5,512800,金融,周频观察；簇第一名金融得分0.877，领先原簇大盘Beta 0.064>缓冲0.050，切换资产簇；原ETF510300不在胜出簇，选512800；512890信号50%（维持第一级半仓）
历史样本外回测,2024-09-11,2024-09-12,512800,SELL,501200,1.187,1.187,open,1.19,-0.0025210084033612,1.1864065,594626.9378000001,475.8502813399567,0.0,512800,金融,非周频观察日，沿用金融/512800；512890信号100%（回撤加深到第二级并满仓）
历史样本外回测,2024-09-11,2024-09-12,512890,BUY,629300,0.944,0.944,open,0.944,0.0,0.944472,594356.2296,475.3364688799477,1.0,512800,金融,非周频观察日，沿用金融/512800；512890信号100%（回撤加深到第二级并满仓）
历史样本外回测,2024-09-30,2024-10-08,512890,SELL,1276300,1.222,1.222,open,1.127,0.0842945874001774,1.221389,1558858.7807,1247.4769342098944,0.0,512800,金融,周频观察；簇第一名金融得分0.864，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；簇内第一名仅领先当前ETF 0.000≤缓冲0.050，保留512800；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2024-09-30,2024-10-08,512800,BUY,1066500,1.533,1.46,close,1.414,0.0841584158415842,1.46073,1557868.545,1245.9055634998906,1.0,512800,金融,周频观察；簇第一名金融得分0.864，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；簇内第一名仅领先当前ETF 0.000≤缓冲0.050，保留512800；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2024-10-09,2024-10-10,512800,SELL,533300,1.354,1.354,open,1.354,0.0,1.3533230000000005,721727.1559000001,577.5622467699022,0.5,512800,金融,非周频观察日，沿用金融/512800；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2024-10-09,2024-10-10,512890,BUY,684000,1.054,1.054,open,1.054,0.0,1.054527,721296.468,576.8569403999618,0.5,512800,金融,非周频观察日，沿用金融/512800；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2024-11-04,2024-11-05,512800,SELL,533200,1.393,1.393,open,1.398,-0.0035765379113017,1.3923035,742376.2262,594.0866678599348,0.0,512880,金融,周频观察；簇第一名金融得分0.864，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；512880领先原ETF512800 0.300>缓冲0.050，切换ETF；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-04,2024-11-05,512890,BUY,600,1.084,1.084,open,1.085,-0.000921658986175,1.084542,650.7252000000001,5.3252000000000255,0.5,512880,金融,周频观察；簇第一名金融得分0.864，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；512880领先原ETF512800 0.300>缓冲0.050，切换ETF；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-04,2024-11-05,512880,BUY,617400,1.2,1.2,open,1.198,0.0016694490818029,1.2006,741250.44,592.8151319999591,0.5,512880,金融,周频观察；簇第一名金融得分0.864，第一名仅领先当前簇0.000≤缓冲0.050，保留当前簇；512880领先原ETF512800 0.300>缓冲0.050，切换ETF；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-11,2024-11-12,512880,SELL,617400,1.323,1.323,open,1.321,0.0015140045420136,1.3223385,816411.7899000001,653.3336369699201,0.0,512480,科技主题,周频观察；簇第一名科技主题得分0.868，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-11,2024-11-12,512890,BUY,33800,1.086,1.086,open,1.089,-0.002754820936639,1.086543,36725.1534,29.37094601999865,0.5,512480,科技主题,周频观察；簇第一名科技主题得分0.868，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-11,2024-11-12,512480,BUY,692900,1.124,1.124,open,1.121,0.0026761819803746,1.124562,779209.0098,623.1725029399663,0.5,512480,科技主题,周频观察；簇第一名科技主题得分0.868，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-18,2024-11-19,512890,SELL,47200,1.096,1.096,open,1.095,0.0009132420091324,1.095452,51705.33440000001,41.37720031999967,0.5,588000,科创板,周频观察；簇第一名科创板得分0.845，领先原簇科技主题 0.073>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-18,2024-11-19,512480,SELL,692900,0.987,0.987,open,0.983,0.0040691759918616,0.9865065,683550.3538500001,547.0112561549478,0.0,588000,科创板,周频观察；簇第一名科创板得分0.845，领先原簇科技主题 0.073>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-11-18,2024-11-19,588000,BUY,716600,1.025,1.025,open,1.02,0.0049019607843137,1.0255124999999998,734882.2574999998,587.7221772499396,0.5,588000,科创板,周频观察；簇第一名科创板得分0.845，领先原簇科技主题 0.073>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-02,2024-12-03,588000,SELL,716600,1.068,1.068,open,1.068,0.0,1.067466,764946.1356,612.1482406800246,0.0,512480,科技主题,周频观察；簇第一名科技主题得分0.809，领先原簇科创板 0.064>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-02,2024-12-03,512890,BUY,16400,1.087,1.087,open,1.086,0.0009208103130753,1.0875435,17835.7134,14.264114020000491,0.5,512480,科技主题,周频观察；簇第一名科技主题得分0.809，领先原簇科创板 0.064>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-02,2024-12-03,512480,BUY,732400,1.019,1.019,open,1.014,0.0049309664694279,1.0195094999999998,746688.7577999999,597.1644273399564,0.5,512480,科技主题,周频观察；簇第一名科技主题得分0.809，领先原簇科创板 0.064>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512480；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-09,2024-12-10,512480,SELL,732400,1.04,1.04,open,0.996,0.0441767068273093,1.0394800000000002,761315.1520000001,609.242545599893,0.0,588000,科创板,周频观察；簇第一名科创板得分0.805，领先原簇科技主题 0.059>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-09,2024-12-10,512890,BUY,2900,1.14,1.119,close,1.119,0.0187667560321715,1.1195595,3246.72255,6.622550000000134,0.5,588000,科创板,周频观察；簇第一名科创板得分0.805，领先原簇科技主题 0.059>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-09,2024-12-10,588000,BUY,712300,1.117,1.063,close,1.054,0.0597722960151803,1.0635315,757553.4874499999,605.8534962349337,0.5,588000,科创板,周频观察；簇第一名科创板得分0.805，领先原簇科技主题 0.059>缓冲0.050，切换资产簇；原ETF512480不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-16,2024-12-17,512890,SELL,20000,1.119,1.119,open,1.122,-0.0026737967914439,1.1184405,22368.81,17.90064300000092,0.5,512880,金融,周频观察；簇第一名金融得分0.864，领先原簇科创板 0.077>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512880；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-16,2024-12-17,588000,SELL,712300,1.022,1.022,open,1.025,-0.0029268292682925,1.021489,727606.6147,582.2672844099488,0.0,512880,金融,周频观察；簇第一名金融得分0.864，领先原簇科创板 0.077>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512880；512890信号50%（维持第一级半仓）
历史样本外回测,2024-12-16,2024-12-17,512880,BUY,624300,1.2,1.2,open,1.201,-0.0008326394671108,1.2006,749534.58,599.4403739999588,0.5,512880,金融,周频观察；簇第一名金融得分0.864，领先原簇科创板 0.077>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选512880；512890信号50%（维持第一级半仓）
历史样本外回测,2025-02-05,2025-02-06,512890,SELL,20500,1.077,1.077,open,1.077,0.0,1.0764615,22067.46075,17.659488224999944,0.5,588000,科创板,月频观察；簇第一名科创板得分0.823，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2025-02-05,2025-02-06,512880,SELL,624300,1.086,1.086,open,1.086,0.0,1.085457,677650.8051000001,542.2901415299751,0.0,588000,科创板,月频观察；簇第一名科创板得分0.823，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2025-02-05,2025-02-06,588000,BUY,677900,1.031,1.031,open,1.037,-0.0057859209257473,1.0315154999999998,699264.3574499999,559.2367572349261,0.5,588000,科创板,月频观察；簇第一名科创板得分0.823，领先原簇金融 0.173>缓冲0.050，切换资产簇；原ETF512880不在胜出簇，选588000；512890信号50%（维持第一级半仓）
历史样本外回测,2025-05-13,2025-05-14,512890,SELL,650000,1.144,1.144,open,1.144,0.0,1.143428,743228.2,594.7684600000109,0.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2025-05-13,2025-05-14,588000,BUY,699100,1.062,1.062,open,1.06,0.0018867924528302,1.062531,742815.4221,594.0667266298861,1.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2025-06-20,2025-06-23,588000,SELL,1377000,1.002,1.002,open,1.006,-0.0039761431411531,1.001499,1379064.123,1103.596236899811,0.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号100%（连续接近复权新高；启动一次趋势奖金仓）
历史样本外回测,2025-06-20,2025-06-23,512890,BUY,1166400,1.181,1.181,open,1.182,-0.0008460236886631,1.1815905,1378207.1592,1102.221347759928,1.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号100%（连续接近复权新高；启动一次趋势奖金仓）
历史样本外回测,2025-07-10,2025-07-11,512890,SELL,1166400,1.23,1.23,open,1.23,0.0,1.229385,1433954.664,1147.5223992000374,0.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号0%（趋势奖金达到止盈并清仓）
历史样本外回测,2025-07-10,2025-07-11,588000,BUY,1386600,1.033,1.033,open,1.033,0.0,1.0335165,1433073.9789,1146.1010936700427,1.0,588000,科创板,非月频观察日，沿用科创板/588000；512890信号0%（趋势奖金达到止盈并清仓）
历史样本外回测,2025-08-01,2025-08-04,588000,SELL,1386600,1.087,1.087,open,1.091,-0.0036663611365719,1.0864565,1506480.5828999998,1205.5612748700416,0.0,515880,科技主题,月频观察；簇第一名科技主题得分0.836，领先原簇科创板 0.150>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选515880；512890信号0%（保持现金等待回撤）
历史样本外回测,2025-08-01,2025-08-04,515880,BUY,885200,1.7,1.7,open,1.723,-0.0133488102147417,1.7008499999999998,1505592.4199999997,1204.0977259998187,1.0,515880,科技主题,月频观察；簇第一名科技主题得分0.836，领先原簇科创板 0.150>缓冲0.050，切换资产簇；原ETF588000不在胜出簇，选515880；512890信号0%（保持现金等待回撤）
历史样本外回测,2025-09-30,2025-10-09,515880,SELL,442100,2.703,2.703,open,2.676,0.0100896860986545,2.7016485,1194398.8018500002,955.8177905548798,0.5,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2025-09-30,2025-10-09,512890,BUY,1048400,1.138,1.138,open,1.139,-0.0008779631255487,1.138569,1193675.7396,954.6423218800436,0.5,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2025-11-10,2025-11-11,512890,SELL,1048400,1.227,1.227,open,1.227,0.0,1.2263865000000005,1285743.6066000003,1028.916481979814,0.0,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2025-11-10,2025-11-11,515880,BUY,490600,2.736,2.618,close,2.702,0.0125832716506293,2.619309,1285032.9954,1027.7052986200022,1.0,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号0%（回撤基本修复；清仓等待趋势确认）
历史样本外回测,2026-01-15,2026-01-16,515880,SELL,466900,3.22,3.22,open,3.192,0.0087719298245614,3.2183900000000003,1502666.2910000002,1202.5088872999484,0.5,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2026-01-15,2026-01-16,512890,BUY,1301800,1.153,1.153,open,1.153,0.0,1.1535765,1501725.8877,1201.0054663099736,0.5,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号50%（回撤达到第一级并半仓）
历史样本外回测,2026-06-25,2026-06-26,515880,SELL,1400400,1.845,1.845,open,1.883,-0.0201805629314922,1.8440775,2582446.131,2066.6028392999124,0.0,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号100%（回撤加深到第二级并满仓）
历史样本外回测,2026-06-25,2026-06-26,512890,BUY,2375300,1.086,1.086,open,1.086,0.0,1.086543,2580865.5879,2064.047576369905,1.0,515880,科技主题,非月频观察日，沿用科技主题/515880；512890信号100%（回撤加深到第二级并满仓）
冻结后前瞻模拟盘,2026-07-30,2026-07-31,512480,BUY,1007200,1.035,0.992,close,0.958,0.08037578288100211,0.9924959999999999,999641.9711999999,799.4637913599404,1.0,512480,科技主题,非月频观察日，沿用科技主题/512480；512890信号0%（保持现金等待回撤）
